minmax_s(attribute_3),minmax_s(attribute_7),minmax_s(attribute_8),minmax_s(attribute_12),minmax_s(attribute_17),minmax_s(attribute_22),minmax_s(attribute_24),minmax_s(attribute_30),minmax_s(attribute_31),minmax_s(attribute_33),minmax_s(attribute_34),minmax_s(attribute_36),minmax_s(attribute_37),minmax_s(attribute_40),minmax_s(attribute_46),minmax_s(attribute_49),minmax_s(attribute_50),minmax_s(attribute_52),minmax_s(round(attribute_8)),minmax_s(round(attribute_12)),minmax_s(round(attribute_17)),minmax_s(reci(attribute_22)),minmax_s(reci(attribute_24)),minmax_s(reci(attribute_30)),minmax_s(round(attribute_31)),minmax_s(round(attribute_33)),minmax_s(round(attribute_34)),minmax_s(round(attribute_49)),minmax_s(round(attribute_50)),"minmax_s(-(attribute_3,attribute_36))","minmax_s(*(attribute_7,attribute_22))","minmax_s(+(attribute_8,attribute_12))","minmax_s(+(attribute_12,attribute_34))","minmax_s(+(attribute_17,attribute_40))","minmax_s(*(attribute_22,attribute_33))","minmax_s(*(attribute_24,attribute_33))","minmax_s(*(attribute_31,attribute_36))","minmax_s(+(attribute_33,attribute_34))","minmax_s(+(attribute_34,attribute_40))","minmax_s(-(attribute_37,attribute_46))","minmax_s(+(attribute_40,attribute_46))","minmax_s(-(attribute_46,attribute_49))",minmax_s(round(attribute_7)),minmax_s(round(attribute_36)),minmax_s(round(attribute_40)),minmax_s(round(attribute_46)),minmax_s(round(attribute_52)),minmax_s(round(round(attribute_17))),minmax_s(round(round(attribute_31))),minmax_s(round(round(attribute_33))),minmax_s(round(round(attribute_34))),"minmax_s(reci(-(attribute_3,attribute_36)))","minmax_s(round(*(attribute_7,attribute_22)))","minmax_s(round(+(attribute_8,attribute_12)))","minmax_s(round(+(attribute_12,attribute_34)))","minmax_s(round(+(attribute_17,attribute_40)))","minmax_s(round(*(attribute_22,attribute_33)))","minmax_s(round(*(attribute_24,attribute_33)))","minmax_s(freq(+(attribute_33,attribute_34)))","minmax_s(round(+(attribute_34,attribute_40)))","minmax_s(round(-(attribute_37,attribute_46)))","minmax_s(freq(+(attribute_40,attribute_46)))","minmax_s(round(-(attribute_46,attribute_49)))","minmax_s(+(attribute_3,attribute_7))","minmax_s(*(attribute_7,attribute_12))","minmax_s(*(attribute_8,attribute_12))","minmax_s(*(attribute_12,attribute_22))","minmax_s(+(attribute_17,round(attribute_8)))","minmax_s(+(attribute_22,round(attribute_12)))","minmax_s(*(attribute_24,attribute_37))","minmax_s(*(attribute_30,attribute_37))","minmax_s(*(attribute_31,attribute_33))","minmax_s(*(attribute_33,attribute_36))","minmax_s(*(attribute_34,attribute_36))","minmax_s(+(attribute_36,round(attribute_8)))","minmax_s(+(attribute_37,round(attribute_8)))","minmax_s(-(attribute_40,attribute_46))","minmax_s(+(attribute_46,round(attribute_17)))","minmax_s(-(attribute_49,attribute_52))","minmax_s(+(attribute_50,round(attribute_8)))","minmax_s(+(attribute_52,round(attribute_17)))","minmax_s(-(round(attribute_8),round(attribute_12)))","minmax_s(*(round(attribute_12),-(attribute_3,attribute_36)))","minmax_s(*(round(attribute_17),-(attribute_3,attribute_36)))","minmax_s(*(reci(attribute_22),-(attribute_3,attribute_36)))","minmax_s(*(reci(attribute_24),-(attribute_3,attribute_36)))","minmax_s(*(reci(attribute_30),-(attribute_3,attribute_36)))","minmax_s(*(round(attribute_31),-(attribute_3,attribute_36)))","minmax_s(*(round(attribute_33),-(attribute_3,attribute_36)))","minmax_s(*(round(attribute_34),-(attribute_3,attribute_36)))","minmax_s(*(round(attribute_49),-(attribute_3,attribute_36)))","minmax_s(*(round(attribute_50),-(attribute_3,attribute_36)))","minmax_s(*(*(attribute_7,attribute_22),+(attribute_12,attribute_34)))","minmax_s(*(+(attribute_8,attribute_12),+(attribute_12,attribute_34)))","minmax_s(*(+(attribute_12,attribute_34),+(attribute_17,attribute_40)))","minmax_s(*(+(attribute_17,attribute_40),*(attribute_31,attribute_36)))","minmax_s(-(*(attribute_22,attribute_33),*(attribute_31,attribute_36)))","minmax_s(-(*(attribute_24,attribute_33),*(attribute_31,attribute_36)))","minmax_s(+(*(attribute_31,attribute_36),+(attribute_33,attribute_34)))","minmax_s(*(+(attribute_33,attribute_34),+(attribute_34,attribute_40)))","minmax_s(*(+(attribute_34,attribute_40),-(attribute_37,attribute_46)))",class
0.13567674366973745,0.4074675155651565,0.34090408172467257,0.1972450188665709,0.2850481851496218,0.4960637828962515,0.5441040948468452,0.34558430650407473,0.08991826664100527,0.4876614320985258,0.7774245023268228,0.8494959886420481,0.6933085545996996,0.2861655677261705,0.1900713187715558,0.19333669869400838,0.3927272673086689,0.027104137982492817,0.0,0.0,0.0,0.021763367595663167,0.01963227476372622,0.1040074844299096,0.0,1.0,1.0,0.0,0.0,0.16180712575484957,0.27049753256696574,0.23855039171184445,0.6673867961027369,0.35390142088272847,0.30202794422889695,0.31298331382495126,0.12154914103629658,0.6186562875373169,0.5642831359607196,0.8268115848446818,0.2719956106214453,0.28520868625438034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8040811221607986,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.37112963179749336,0.14099966829793498,0.09202579018724746,0.15102861406985804,0.2850481851496218,0.2531566338240214,0.5044870449068153,0.2886334388367943,0.06379977373386843,0.5156544314715982,0.7372950701837074,0.8494959886420481,0.6933085545996996,0.6033242441957924,0.08832526335893055,0.26998490133698116,0.3927272673086689,0.0018405502990489942,1.0,0.9114314941672833,0.9657677295402917,0.9613396899482559,0.9344947431460345,0.7531702711922307,0.9871834021403667,0.16697471912715012,0.16697471912715012,0.0,0.0,0.2795316008734495,0.25999358945960555,0.3277630869975032,0.0655126847014008,0.7024208338780344,0.627092011617681,0.5184743500903936,0.373345608727537,0.628075969890268,0
0.27201049424898494,0.574404744536057,0.755457581194675,0.9255569048572663,1.0,0.39188222528046934,0.37649831898135766,0.15074039321072014,0.36032699206616275,0.15824845792912862,0.22564918203906154,0.4135080503997492,0.3809315650931532,0.20185184501892167,0.027838728403738255,0.20646137966548886,0.0739393895744075,0.10841654279610159,0.0,1.0,1.0,0.03286717167601848,0.038072789482080704,0.2567042127491769,0.0,0.0,0.0,0.0,0.0,0.6334958870741398,0.3032323981440164,0.9205495686170019,0.648503787947999,0.853901475612756,0.08120696781798184,0.07897878928001106,0.1746824127142139,0.1554136722998739,0.2103113564699599,0.7055072400420187,0.13852133807831082,0.1069163848810321,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8029496998452259,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5915011642347566,0.8228857397489496,0.8561839183237574,0.5258479546347178,1.0,0.7217468730435198,0.2002959333338186,0.07384422088083525,0.07307766705899905,0.09694459633203513,0.11153948507120666,0.4135080503997492,0.3809315650931532,0.6371454692952777,0.6502039290141061,0.2543991786306341,0.0739393895744075,0.976072803089555,0.0,0.05175084131228669,0.6334958870741398,0.9794544497351508,0.9561093416525467,0.8035290021558282,0.9871834021403667,0.9966112099807973,0.9966112099807973,0.0,0.0,0.3050343445417624,0.8400961608357016,0.6837805972092436,0.19366487137461835,0.5166241021721911,0.42387332367261443,0.17258560590446398,0.0469299426899265,0.38416007267899827,0
0.35611036477273916,0.6488095142702351,0.819404625982613,1.0,0.6641798600878855,0.6663940036773655,0.34924700943027986,0.8416959816825091,0.8752043707518976,0.14543735555478315,0.26465290499395944,0.2986895261470076,0.630330179779635,0.5013071654852737,0.024136039181470968,0.06562342366250232,0.12848483960435883,0.3195435023797189,0.0,1.0,1.0,0.010844548088120316,0.04263431252699365,0.011397737743901931,1.0,0.0,0.0,0.0,0.0,0.7723156325139957,0.5716730366538233,1.0,0.7185950006935217,0.8137447166520062,0.13669264888975238,0.06795836536630158,0.2878687493883418,0.16907275059890092,0.3948147205477502,0.8727535906506059,0.32417129887402824,0.14407904392775023,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8015658729222843,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.7048899959878552,0.9999999999999999,1.0,0.9510062536604026,0.6641798600878855,0.8618386922008524,0.3006507051877787,0.6014090369089825,0.1671146908470061,0.06570783873181162,0.09375347700560191,0.2986895261470076,0.630330179779635,0.8666997524285331,0.6484833254377059,0.03971844859699325,0.12848483960435883,0.990409789999847,0.0,0.41091654281483503,0.7723156325139957,0.9920661038145793,0.9675947380840857,0.962871475885627,0.789441550293121,0.9966112099807973,0.9966112099807973,0.0,0.0,0.6307016724313168,1.0,0.7218593194795642,0.3043768908613053,0.47105724782526187,0.3355247338680679,0.22760894220893962,0.09165618360067133,0.5624305356763131,0
0.19973718408019409,0.2881493529319077,0.2692392538947377,0.25732709743147286,0.035643979731132085,0.35487167754623017,0.47198033739798917,0.31383827715177953,0.6297547744245703,0.5925653564393392,0.3481717116899989,0.2955645183106839,0.552919282453365,0.9858387677568579,0.5010970703974008,0.3437657633749769,0.3563636264295293,0.16119828601341307,0.0,0.0,0.0,0.03828810447849666,0.026041417590366128,0.11818409189025043,1.0,1.0,0.0,0.0,0.0,0.7280326259656181,0.13867018179606896,0.24701313598838293,0.3761402099910909,0.6816846632172561,0.2603281219899645,0.3269850746567851,0.20858796661024537,0.44925041613210853,0.7047472273026669,0.5694202744500079,0.8647523450617852,0.5757262822058526,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8021828483676114,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.31859920429772015,0.12656562093039925,0.09236538517927333,0.13743614111668878,0.035643979731132085,0.1811019518550022,0.35420273229145666,0.2104534980955288,0.42056544439446886,0.2172882337993705,0.12008306257873683,0.2955645183106839,0.552919282453365,0.9469114980185755,0.23285749263640315,0.3725489957369588,0.3563636264295293,0.01094643016205916,1.0,0.9114314941672833,0.9657677295402917,0.9836140099090437,0.9690263335851309,0.9131034956487579,0.7441765784740273,0.7512836203529635,0.9966112099807973,0.0,0.0,0.08561890398698051,0.15278190967022884,0.33293690810073645,0.18985019986182253,0.6111943345291824,0.5750400721604345,0.4183932390444327,0.3482871247858859,0.4252136687926862,0
0.15308803294218812,0.3181818039792409,0.5318633039077014,0.5445486954995232,0.7208579420357722,0.41641958243616767,0.5286343660335336,0.43794610693532504,0.5036512210874678,0.2524414626648398,0.08150503554723589,0.41340725726300626,0.46501201104714357,0.2519607806923134,0.0724081175444129,0.11610297815614642,0.05575757477921673,0.032810272294596564,0.0,0.0,1.0,0.02977728738248749,0.020866156919563797,0.07293375415735924,1.0,0.0,0.0,0.0,0.0,0.5975718847755738,0.1786263404138415,0.5607327977183597,0.33165309954096067,0.6715638892495328,0.1344875464714104,0.16721849895245042,0.2364949692565379,0.12970573473814082,0.15703800341165497,0.7376811349449537,0.19206109940188196,0.18124170572132753,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8031378521621445,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3119794994641723,0.2776677584230595,0.3640283350049733,0.33189276212018815,0.7208579420357722,0.2125117442205866,0.3356440953048895,0.24025615207296636,0.15416561184058664,0.1414470806843413,0.046120217907168415,0.41340725726300626,0.46501201104714357,0.6483089566121257,0.6709150611802236,0.1910507684853222,0.05575757477921673,0.9709387085840724,1.0,0.9114314941672833,0.5975718847755738,0.9785587307197846,0.9621275553979587,0.9005213875366818,0.6108229009857086,0.9966112099807973,0.9966112099807973,0.0,0.0,0.09890679382559428,0.2851326660680919,0.29207919121579573,0.21227637655266896,0.5070428131584385,0.4422495783498078,0.1763835794550413,0.030943027686102208,0.3731730557403935,0
0.08607095550252597,0.3160173055453696,0.39206175698477774,0.5882180963441456,0.9490208286187399,0.38503220063274746,0.2697469558303328,0.47448597016268296,0.5556403753317595,0.29633518552722177,0.21049284511592825,0.2798387160349861,0.3778700982143505,0.34629629702712106,0.14934174754408758,0.13326602611983243,0.09818181682716723,0.05278173740484896,0.0,0.0,1.0,0.03379622369575694,0.060769663048335254,0.06357610710747442,1.0,0.0,0.0,0.0,0.0,0.7091252781873225,0.16446778651059743,0.5272800157379057,0.4528724907934384,0.921972008023422,0.14410968310245126,0.09834326978490067,0.17575193666689196,0.2204886422700203,0.280336193620045,0.6392753388513123,0.28938752703187115,0.25895886477275926,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8023814149129149,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.26670937081302587,0.2966977291532064,0.2901806860636358,0.33137211459248594,0.9490208286187399,0.19649379613433207,0.14426304791286856,0.21096561571031844,0.19599031886767831,0.11029942569151797,0.07114395882884654,0.2798387160349861,0.3778700982143505,0.6735301550070737,0.7066657682161848,0.20110607406133527,0.09818181682716723,0.9722948975643101,1.0,0.9114314941672833,0.7091252781873225,0.9836198651900392,0.9544991775466283,0.9313371542072797,0.7248499646989806,0.9966112099807973,0.9966112099807973,0.0,0.0,0.1197303684708586,0.3580072881374695,0.5236108227120722,0.20849989909540687,0.5577356117529485,0.4367995246991223,0.22450841023358387,0.08069143159885614,0.3796203696726894,0
0.42904072850895364,0.18885281089121653,0.29680265679658857,0.06184056961088736,0.4974613889448601,0.97290666941015,0.5450261013336936,0.1636305564017304,0.5808174430546118,0.2612622052595833,0.17604663488648506,0.5123992161459707,0.6343756837650011,0.655337706370236,0.08187054385396177,0.25593135416426904,0.19272727633967532,0.2753209589698594,0.0,0.0,1.0,0.0006094948736332095,0.019560850188637936,0.23857350544943817,1.0,0.0,0.0,0.0,0.0,0.5834410939074544,0.24632925232176986,0.12664278484971397,0.13946232784920776,0.7978289327857493,0.337691570902156,0.1777304291960995,0.3339976425307418,0.18389784273209697,0.42902808266423936,0.8449275088770964,0.44932478463020614,0.15056776261001198,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8032021728450466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.38928037891906025,0.027052732960315032,0.031309795815799436,0.11832028224311522,0.4974613889448601,0.4965042519629481,0.46412952387738826,0.13870164061705345,0.18268914029588854,0.1801850164326622,0.11016218881742906,0.5123992161459707,0.6343756837650011,0.9488133953665903,0.675312252058814,0.2448466561264116,0.19272727633967532,0.9874067506239034,1.0,0.9114314941672833,0.5834410939074544,0.989567174890513,0.9619188109416329,0.7876456685445715,0.5963787631485867,0.9966112099807973,0.9966112099807973,0.0,0.0,0.06888889376100411,0.030074362282942867,0.16153500153453196,0.3467481167237133,0.5712859562565884,0.3802833945568108,0.25736135031876595,0.10562083804335624,0.5646790207201555,0
0.2716819980606264,0.2689393940539308,0.12304299756430082,0.4176436405593227,0.23500155996289748,0.524792965734781,0.9153775253022484,0.05219984939858191,0.0911171645738256,0.05386957928062622,0.40211975970665026,0.09778225441423408,0.1710037087656012,0.2645969326822596,0.32364234728516866,0.14386673359777818,0.2157575619100326,0.10413694953518987,0.0,0.0,0.0,0.019445130946603415,0.0022045762819832664,0.5267466015588897,0.0,0.0,0.0,0.0,0.0,0.9450691580921784,0.18942772924141862,0.289924357762001,0.5044007520281923,0.2983186266655032,0.04745231295170458,0.09389717230580108,0.012028761708563027,0.19267074654571875,0.34296199658834503,0.41007245678544646,0.32492154007938334,0.4432974537120714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7739212533972027,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.35020287121161525,0.1838456357619142,0.06786398525204514,0.32287527958943707,0.23500155996289748,0.2678180210703427,0.23545690901721078,0.006369854398488545,0.0030000069189136686,0.010779024672022325,0.04732474163316129,0.09778225441423408,0.1710037087656012,0.5064086700139837,0.15039510296880654,0.1935645901969597,0.2157575619100326,0.007071587878310216,1.0,0.9114314941672833,0.9657677295402917,0.9979468404897562,0.9858963152890807,0.9673382214430128,0.9871834021403667,0.9966112099807973,0.9966112099807973,0.0,0.0,0.15186533081531148,0.2327624919926612,0.21556667190145526,0.006052818582426257,0.6127273267158962,0.550184868397126,0.13853819300054537,0.08809289062430767,0.267839003397785,0
0.1540735826979704,0.19480519166361088,0.00948180865960709,0.2077960197334925,0.0,0.8865146698330835,0.41460917225131516,0.10450623487672332,0.27520437806036924,0.2827890395254552,0.32782195280522236,0.21229839174608084,0.23092061670686317,0.2913943169153479,0.17430060995855304,0.39222612967124326,0.5321212127232793,0.19543508524322128,0.0,0.0,0.0,0.0027956465855283053,0.0326431207211805,0.3443774728985391,0.0,0.0,0.0,0.0,0.0,0.7963976379828211,0.23150071540179568,0.09607725875591618,0.3337334200354112,0.13328436414806177,0.32927994379157177,0.14492506283438114,0.07041190781065264,0.2747918181121676,0.31602933434765423,0.5286956400802175,0.2674259892088011,0.21014601226694574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801094917126783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.21524663712802344,0.07163907005993433,0.002674080207239647,0.2862112324526267,0.0,0.4524157525474796,0.13907711235946804,0.02797277414686522,0.09583441968544767,0.08070936353340737,0.08203749633787628,0.21229839174608084,0.23092061670686317,0.6168031105216419,0.08099668786280509,0.408748084572928,0.5321212127232793,0.01327133535187211,1.0,0.9114314941672833,0.9657677295402917,0.9943531115049324,0.9724654270989614,0.8685522547050113,0.9871834021403667,0.9966112099807973,0.9966112099807973,0.0,0.0,0.12897518822829665,0.06359708209855769,0.07450033984497324,0.019934458503265987,0.7578514680723393,0.5446994843310503,0.22634018319222643,0.10779763634191039,0.3316152270519701,0
0.10906701040688778,0.27678570591633833,0.14156560950592897,0.12016412983429933,0.2566573274759722,0.7599427654335847,0.9712119519067657,0.6693299152045431,0.5827792967060155,0.2755434105363203,0.009962905090556372,0.1036290299439163,0.1359064070215621,0.03649237596376071,0.0943499750611945,0.04644119220271356,0.2399999891627923,0.11697574260355365,0.0,0.0,0.0,0.006870429262219653,0.0007079264127109602,0.029393963767233217,1.0,0.0,0.0,0.0,0.0,0.8900388021106445,0.2802017384872327,0.09617682237322515,0.04592734746373561,0.14446619523842685,0.27444304950117177,0.3324352287381429,0.0691206902869569,0.10444198583090647,0.0,0.5079710087338509,0.0680671133595723,0.22518803294974066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7964168568510045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2506940113210005,0.06403797907396516,0.024305978183786024,0.15220590455070923,0.2566573274759722,0.3878222096216208,0.20691978254031787,0.11213448556424549,0.1922363500236895,0.0392303306511775,0.0028503179554565964,0.1036290299439163,0.1359064070215621,0.4715124585193709,0.04384399734293652,0.09200602916400283,0.2399999891627923,0.007943426873399028,1.0,0.9114314941672833,0.9657677295402917,0.9965198930868261,0.983900967311142,0.9761274681175204,0.9097752035292729,0.9966112099807973,0.9966112099807973,0.0,0.0,0.041167970155299716,0.002848605855447276,0.0,0.020473539713778847,0.7222731696261084,0.6781565488916153,0.09100871266301626,0.0,0.2904002115727426,0
